Domaine,Code,Intitulé,Dimension,Contexte,Type,Statut,Notes
CVLN Group,GRP-45,Financial Modeling,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-46,Cap Tables & Ownership,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-47,Due Diligence,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-48,Mergers & Acquisitions Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-49,Acquisition Strategy,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-50,Post-Merger Integration,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-51,Corporate Venture & Strategic Investment,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-52,IPO & Capital Markets Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-53,Intellectual Property Strategy,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-54,Technology & Software Asset Strategy,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-55,Brand Portfolio Management,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-56,Data as a Strategic Asset,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-57,Licensing & Business Model Expansion,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Group,GRP-58,Ecosystem & Platform Strategy,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-01,Artist Identity & Creative DNA,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-02,Artistic Direction & Universe Building,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-03,Artist Development in Practice,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-04,Independent Artist Strategy,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-05,Artist-Entrepreneur,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-06,Personal Brand Without Losing the Artist,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-07,Audience & Community Building,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-08,Release Strategy for Independent Artists,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-09,Artist Content Strategy,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-10,Creative Discipline & Long-Term Career,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-11,DJ Foundations & Culture,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-12,DJ Technical Skills & Equipment,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-13,Music Selection & Library Intelligence,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-14,"Harmonic, Rhythmic & Narrative Mixing",MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-15,Club & Festival Performance,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-16,Crowd Reading & Live Adaptation,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-17,DJ Set Architecture & Musical Storytelling,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-18,Performance Preparation & Technical Rider,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-19,Touring DJ Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-20,DJ Performance Masterclass,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-21,Creative Music Production for Artists,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-22,Beat Selection & Artistic Coherence,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-23,Song Development & Creative Decision-Making,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-24,Recording as an Artist,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-25,Vocal Direction & Performance,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-26,Collaboration with Producers & Engineers,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-27,"Version, Demo & Master Decision Process",MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-28,Building a Coherent Body of Work,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-29,Music Business for the Working Artist,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-30,"Artist Rights, Masters & Publishing Literacy",MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-31,Artist Contracts & Negotiation,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-32,Artist Revenue Architecture,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-33,"Booking, Fees & Performance Economics",MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-34,Brand Partnerships & Sponsorships,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-35,Artist Team Building,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-36,"Manager, Label, Publisher & Distributor Relations",MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-37,Career Budgeting & Investment Decisions,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-38,Artist Business Intelligence,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-39,Stage Presence & Performance Identity,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-40,Show Construction & Live Direction,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-41,Media Training for Artists,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-42,Interview & Public Speaking,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-43,"Image, Styling & Visual Presence",MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-44,Social Media Without Creative Dilution,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-45,"Crisis, Reputation & Public Pressure",MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-46,Caribbean Artist to International Market,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-47,Cultural Translation Without Cultural Dilution,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-48,Diaspora Audience Strategy,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-49,International Collaboration Strategy,MARKET,EXTERNAL,Formation,CANDIDATE,
DJ Sayd,SAY-50,Touring & International Career Operations,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-01,Tokenomics Foundations,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-02,Economic System Modeling,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-03,Token Utility Design,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-04,Supply & Emission Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-05,Distribution & Allocation Design,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-06,Incentive Engineering,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-07,Participant Behavior & Game Theory,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-08,Treasury Economics,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-09,Governance Economics,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-10,Market & Liquidity Mechanics,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-11,Economic Attack & Manipulation Analysis,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-12,Token Simulation & Stress Testing,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-13,Sustainable Token Economy Design,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-14,Token Policy & Parameter Governance,MARKET,EXTERNAL,Formation,CANDIDATE,
Tokenomics,TOK-15,Tokenomics Audit & Economic Risk,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-01,Founder to CEO Transition,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-02,Vision to Operating System,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-03,Strategic Prioritization,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-04,Capital Allocation,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-05,Executive Decision-Making Under Uncertainty,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-06,Building an Executive Team,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-07,Delegation Without Losing Control,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-08,Board & Investor Communication,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-09,Managing Multiple Businesses,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-10,Founder Dependency Reduction,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-11,Institutionalization & Succession,MARKET,EXTERNAL,Formation,CANDIDATE,
Founder / CEO,CEO-12,Long-Term Ownership & Stewardship,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-01,Patrimoine culturel : fondamentaux,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-02,Patrimoine culturel immatériel,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-03,"Mémoire, archives & transmission",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-04,Collecte de mémoire orale,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-05,Documentation des pratiques culturelles,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-06,Conservation & archivage numérique,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-07,Patrimoine musical & sonore,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-08,Patrimoine audiovisuel,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-09,Patrimoine culinaire & savoir-faire,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-10,"Patrimoine, territoire & communautés",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-11,Médiation patrimoniale,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-12,Transmission intergénérationnelle,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-13,Conception de programmes culturels,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-14,Éducation artistique & culturelle,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-15,Recherche culturelle appliquée,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-16,Éthique de la collecte culturelle,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-17,"Consentement, attribution & représentation",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-18,Droits culturels & propriété intellectuelle,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-19,Restitution & accès aux archives,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-20,Numérisation et valorisation du patrimoine,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-21,Foundations & Public-Interest Organizations,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-22,Gouvernance d’une fondation,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-23,"Mission, doctrine & politique d’intervention",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-24,Conception et gestion de programmes,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-25,Grantmaking & appels à projets,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-26,Philanthropie & mécénat,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-27,Fundraising,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-28,Partenariats institutionnels,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-29,Financement culturel public,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-30,Mesure d’impact culturel et social,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-31,Évaluation de programmes,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-32,Transparence & accountability,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-33,Éthique et conflits d’intérêts,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-34,"Fondation, communautés & territoires",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,FDC-35,Coopération culturelle internationale,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-01,Devenir porteur de mémoire,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-02,Conduire un entretien intergénérationnel,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-03,Documenter un savoir-faire,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-04,Collecter sans déposséder,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-05,Contextualiser une archive,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-06,"Documenter langue, vocabulaire et oralité",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-07,"Documenter musique, danse et pratiques",MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-08,Documenter cuisine et gestes,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-09,Construire une transmission pédagogique,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,MEM-10,Restituer aux communautés,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-01,Construire une mémoire familiale,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-02,Archives familiales,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-03,Histoire orale familiale,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-04,Transmission des savoir-faire,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-05,Transmission des valeurs et récits,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-06,Patrimoine numérique familial,MARKET,EXTERNAL,Formation,CANDIDATE,
Fondation Cœurvolan,TRN-07,Continuité intergénérationnelle,MARKET,EXTERNAL,Formation,CANDIDATE,
CVLN Hospitality,HOS-01,Hospitality Foundations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-02,Guest Experience & Customer Journey,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-03,Front Office & Guest Relations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-04,Reservations & Booking Operations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-05,Accommodation Operations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-06,Housekeeping & Quality Operations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-07,Hospitality Service Excellence,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-08,Concierge & Experience Services,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-09,Food & Beverage Operations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-10,Bar & Beverage Service Operations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-11,Restaurant Operations for Hospitality,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-12,Hospitality Revenue Management,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-13,"Pricing, Yield & Occupancy Management",MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-14,Hospitality Sales & Distribution,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-15,Hospitality CRM & Guest Loyalty,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-16,Hospitality Marketing & Brand,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-17,Hospitality Finance & Cost Control,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-18,"Procurement, Stock & Supplier Operations",MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-19,Hospitality Team & Workforce Management,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-20,Property & Facility Operations,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-21,Hospitality Safety & Incident Management,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-22,"Quality, Standards & Operational Audit",MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-23,Sustainable Hospitality,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-24,Accessibility & Inclusive Hospitality,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-25,Hospitality Data & Performance Intelligence,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-26,Cultural Hospitality,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-27,Caribbean Hospitality & Cultural Codes,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-28,Cultural Experience Design,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-29,Local & Territorial Guest Experience,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
CVLN Hospitality,HOS-30,Cultural Tourism,MARKET,EXTERNAL,Formation,PARTIAL_RETRIEVAL,
